id,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9
20375714_332,0.6154476072125863,0.7614416329546695,0.6019673979072435,0.27942196941523867,0.18440226952191602,0.6899460590773856,0.6221978610284719,0.4388883300658793,0.5048074617270046,0.3637871417154343,0.2775007790374144,0.4061408448968782,0.2639685883384282,0.4942727478377521,0.128429304754422,0.5482314383292147,0.43375201236995625,0.28844046093389414,0.5333729039225974,0.3345662063827505,0.21310683641780853,0.4821524460984166,0.33518836894896736,0.2734946906434297,0.44473992839212717,0.6499856988807851,0.25123343754835464,0.29124628491438465,0.20681072503307626,0.5213177625001827,0.17210752352259523,0.29588768112399627,0.47684970218537576,0.5101797256694773,0.24788610988661292,0.5164433972280947,0.38060417072220404,0.2891632323917932,0.25317979668242,0.3444379836042756,0.2124868976513901,0.5113158221225464,0.4244299197630415,0.29426519093799824,0.3156299037716527,0.4937308573435589,0.31297441969952744,0.3860405830270717,0.1318263808186451,0.16055239035729857,0.3138108302269299,0.3995079816189623,0.710174058297653,0.16210415086735958,0.3847923198521295,0.5157579330476406,0.34891915500150456,0.23708092335661465,0.35182895872359865,0.38341518991830453,0.2862726493099853,0.26301161253595273,0.3578728554067796,0.44799668234576745,0.2938328627670262,0.38040169041211597,0.37073484146478125,0.6756826495439815,0.3021095689895832,0.40892251224381243,0.33264863110791126,0.9359324405690427,0.45941684361671753,0.12627904265806733,0.2590953760574271,0.4918840512535917,0.5312534688537973,0.6891581320857468,0.25100470482217446,0.4460945321094587,0.547059946323957,0.3534906805819666,0.29704089864543465,0.33617641919145297,0.4209915077938273,0.47020274865500106,0.3426878322865799,0.4022220118234892,0.44291353847040277,0.342194020224807,0.6149682573945423,0.5723529538900707,0.6061003682306213,0.38657363357583424,0.44307235615707063,0.21807914660014108,0.4417292024235541,0.590680610311429,0.27428594471031503,0.40744359665869356,0,0,1,0,0,0,0,0,0,0
26537780_645,0.506560552805043,0.7599396386482379,0.5688701194383362,0.24040679049948865,0.11081092298965922,0.6277773822895331,0.5118045680713983,0.3838017693419082,0.5455679318822066,0.3247524259736664,0.2498815219649428,0.36092245907130716,0.2779604158122383,0.43265168337869025,0.10999007910669552,0.5468222370489141,0.4035558113028643,0.20454728441092845,0.6562857571123173,0.25792474531480175,0.20985940292114755,0.3961750084015797,0.30632756473514705,0.269117723152639,0.29757452691082203,0.7021082519178108,0.2190813467038548,0.2396204958902342,0.15962313949007925,0.42693006067382694,0.17228186949287239,0.15163046332723382,0.45723973165585785,0.5257983283983548,0.16308966770279495,0.4344135801498386,0.29912779985052373,0.2234095530702405,0.15997800197145565,0.30632763008779706,0.17379294912537682,0.4271253007776675,0.30992666494328647,0.30566063287175915,0.34675453041843246,0.36543997492099156,0.284608573456844,0.22564954811607763,0.07515386362552608,0.19111625778493507,0.22492069325482095,0.3449199712988484,0.9070071441295969,0.15790721067274824,0.35847447350530975,0.46037150123203346,0.3254560908102748,0.16886479237158045,0.3064406917490043,0.2895783039857529,0.19669508918026998,0.15359161203689928,0.26357776813541556,0.4547990055269305,0.2455184992796131,0.25514609745957006,0.3182107244449407,0.6243746535459651,0.29884626198771497,0.33031506514851994,0.28643434116045635,0.757488978701371,0.5093592140856799,0.1673990257857338,0.1915487181778849,0.5021038898350426,0.494167091084303,0.638589845952922,0.22345970320785957,0.38958617999477274,0.44881117068856213,0.3719346611281863,0.17719363021026416,0.21350542822182675,0.3912640079335062,0.44031991872907683,0.32276511713569783,0.4217637846353255,0.389981385084735,0.24073219546964802,0.4927441320903284,0.4925828158056988,0.5116186185507263,0.3112123888240342,0.45615254499164287,0.20651954382836465,0.35913372166000584,0.6527939523144365,0.2566833251855149,0.34114141337786247,0,0,1,0,0,0,0,0,0,0
13258929_523,0.45829998021394786,0.6595640610255169,0.721342156063793,0.19344762273926694,0.08790262304002401,0.5808160392119427,0.5976444006319314,0.44991930796276813,0.3633342525732166,0.29973935212947966,0.19405593655837258,0.33816144459148606,0.2518617277831948,0.3544509542754384,0.13536735528304736,0.50413151398952,0.34451304034689834,0.2037639862723327,0.47570395705277146,0.2180973367275025,0.2563770763627476,0.38347631359388873,0.30744493452965205,0.18283619128149217,0.30684589574720905,0.5812157069384317,0.19291986521580273,0.25632069000802704,0.18629857237094344,0.3991652438269599,0.25067352541759846,0.23530781357099698,0.46577886369980076,0.4619883045070188,0.15438902764194187,0.3486112674130788,0.28889584890088926,0.3112323297197711,0.2630495232004341,0.2901560909680929,0.20518373181525187,0.35454326873658437,0.32422395588160313,0.24589721323857672,0.2970087370407618,0.33725254736592913,0.2612133976879592,0.2984505089414377,-2.1985603333177564E-4,0.14740016139429876,0.2061604106065059,0.40875748268387496,0.6131593223100676,0.15654043812148707,0.406637643531426,0.5143484690036858,0.40412230758053724,0.28727107906541566,0.30040126485202956,0.27548488062758614,0.19063517578597888,0.2320966905577285,0.32052067584258687,0.3932324659795598,0.2189702941324341,0.2834843343174894,0.2977560448398054,0.5350129916412967,0.32482445112065544,0.31590936688767346,0.21350764559957075,0.734228302428189,0.3846052936350195,0.18089828019083573,0.289048633690678,0.4282508236412798,0.36918890807220645,0.6694006386832666,0.28154517494141584,0.3494287793276483,0.42381377842143325,0.3208957650919907,0.1808605634459405,0.2040729868149489,0.3705887655350864,0.3906273711345345,0.2567591441157213,0.3575328950933928,0.36780474983506795,0.21555796091022864,0.5525731087460639,0.4425782293459561,0.9003215623138435,0.38267466129681604,0.4721298803900469,0.17097199696983564,0.5219063454345156,0.5192545444637947,0.3169057121665863,0.275305968835503,0,0,1,0,0,0,0,0,0,0
24920076_153,0.3596181849150478,0.5175615228009113,0.9494275450960924,0.16063402540121724,0.020137268815642442,0.3884603161347682,0.3486051039925328,0.26647639009999585,0.33055691686091804,0.21487267481360203,0.19412043303640936,0.26656870906346286,0.13229297653353161,0.2735992128345309,0.1144856584677185,0.37641541606160556,0.3122260972062079,0.1772520012144039,0.33189608075581567,0.21494136303717384,0.2107020811170755,0.3281721100774422,0.19130726154728345,0.16967033588708344,0.3000007763842207,0.5047286415669423,0.17944107690731123,0.21009870305840125,0.122853155251543,0.3289367273078469,0.11739644015875024,0.12700981442398593,0.3368706446554787,0.35864006474228743,0.18586384262271388,0.2624553557326169,0.2818298398112337,0.15493149963542474,0.19528578562945953,0.1890876965016385,0.19414579497310844,0.3532626273997123,0.20635075298566527,0.14423381492977264,0.17720471453373654,0.3561935353955864,0.17046333264895996,0.2177345241983113,-0.04390886641151756,0.15603489004281365,0.24463729707497928,0.19578692344785137,0.5541264380372739,0.1055510654913189,0.24975978632066054,0.4054075910937758,0.18493626126616633,0.16353233526860259,0.3463021269957022,0.2196966704933199,0.1554304108220506,0.18499103479624177,0.20313335496736729,0.2541477990423991,0.1622615966840014,0.23066997155608807,0.19685357150274663,0.3719375860095466,0.29159664584364364,0.3483823690245043,0.2707200415369137,0.6118836924850682,0.28091393529501046,0.11867949773982765,0.26602012589273616,0.4334979480950388,0.3110988047994682,0.5490619495269112,0.2049793167193676,0.21690792294647945,0.3575707304020256,0.29364704083439214,0.17376251776419596,0.16960402873159497,0.28485798560783515,0.3916380019073223,0.14632830931266674,0.26809893402688806,0.27471983155435825,0.16263936896357828,0.4723427576791693,0.3116531198446396,0.5993187460952927,0.2460612859859825,0.33545526666267117,0.14998355651530734,0.2743491827836174,0.4245790434117789,0.2991509655330062,0.21451701450194902,0,0,1,0,0,0,0,0,0,0
24924708_153,0.4154503330930016,0.5564202155409836,0.4455897287321979,0.1846856214264456,0.12239362835169043,0.47835543831676164,0.39827995481306494,0.3888983009520342,0.3099842498809041,0.20748670203418043,0.17821870381226992,0.2804179246735032,0.15710577018695773,0.3385753471678426,0.11434330568992229,0.36878011155934837,0.30435695245933087,0.2238952852657219,0.34754416712911296,0.20190107728730122,0.17312521485355983,0.4157548959571254,0.2475516616785846,0.1795099030276072,0.26689635551028607,0.5033480747956982,0.18041841276351334,0.1834462350975398,0.09190396540460083,0.3211658095645564,0.15669243176005104,0.254988342688482,0.44777019877659324,0.5074624665794805,0.16350622824360653,0.337012673025493,0.26196381306257255,0.16848911759032892,0.16985383882308083,0.2181430653246011,0.13903917048480072,0.39661536771248995,0.23871565967324854,0.3078949801260815,0.25042846630050064,0.2913302972855809,0.22958234230599878,0.21510392542118092,0.01708129998343689,0.15350619545270194,0.2670410550230902,0.21245860229276733,0.5534323630483661,0.07957302854869942,0.2687105976822374,0.37956715012488684,0.33244297316105864,0.1448151062362539,0.23218073197688602,0.207966967810181,0.21247282633775563,0.1917040803410164,0.26196013141047175,0.21414612336864738,0.16211623332560068,0.32051874729802887,0.23137921726540056,0.40123210549118565,0.2515389837227801,0.2035720464674735,0.18334684691910938,0.6436431173538082,0.26921282093067794,0.1302469372285645,0.12041162092961019,0.9310081330226596,0.4153058894021717,0.47709344532912484,0.13538459782236997,0.30620227690045054,0.3813310024073658,0.375794006491887,0.1740118408175878,0.1798983570696107,0.2640180140704048,0.3339650873675945,0.17306418910987106,0.17194412388521238,0.27103807138003505,0.26739379434549093,0.4286437945492279,0.4245730597875049,0.40061920993728295,0.25928763854225223,0.3238583159746625,0.11611044106248408,0.35526995590243315,0.432924125073997,0.20018612910270644,0.23183825593494042,0,0,1,0,0,0,0,0,0,0
18585043_363,0.4181910012248463,0.6617207320859421,0.7809146641305286,0.2156819127223119,0.0971518848283281,0.5057277694334522,0.47951121258643953,0.43450889691583255,0.36150690860462653,0.2672531739984224,0.20067107227473666,0.23863700988105846,0.23125853740760957,0.36673181090116586,0.12702042518242226,0.4868277610643396,0.3305723573591136,0.2468525876421015,0.502357896421139,0.21938473143200915,0.24770144645703918,0.37478524607762603,0.2538469161196236,0.2196213114918067,0.3214921311402189,0.6787786235812798,0.17432037825315086,0.25607166927864605,0.16401785119257356,0.3485526876116229,0.20836442320883253,0.2152426099661112,0.4356771823081522,0.4363745384655382,0.16775312316455887,0.32211387005479336,0.33961508835886156,0.28500419022901685,0.1954969616277321,0.2693638215516167,0.1379646690742845,0.35843048838408204,0.3262319072339811,0.22211954722344396,0.23457694658765207,0.3509528207382798,0.20382549173864156,0.30656150405570154,-8.575015079141654E-4,0.14147060895344082,0.23285874157920425,0.3401173858222517,0.687035302381928,0.13718362950105856,0.30172629796161016,0.5051598644778604,0.3042022252337634,0.18207484957636685,0.3208078106038635,0.272093937605304,0.16607844161330515,0.16076946556722643,0.34856392131254826,0.3230883642830089,0.18374094696396764,0.28062936867219734,0.2389742776224223,0.494274678323592,0.24942922784189978,0.3598799122668025,0.20332772973332178,0.8124867432360511,0.3385039673795169,0.1599757089777539,0.30824879462701216,0.46918629753895735,0.439703499463957,0.7319887035568553,0.19694393823620637,0.34899221810558134,0.47987770892663284,0.30406373125967845,0.19513942439109586,0.23336422535760265,0.3891097331029573,0.39316278969463697,0.22391515102828347,0.29867016863119294,0.38917820867231956,0.23346646451378053,0.5247051384434459,0.4824184523263799,0.6453023782110842,0.304996980886231,0.35889307499215606,0.20023509195493444,0.4367132218407867,0.5865783361585841,0.3466052653444947,0.31577380170519254,0,0,1,0,0,0,0,0,0,0
18151595_613,0.5677179581614528,0.7997464607211823,0.6647535212438955,0.2807840548808564,0.12438332611762275,0.7587454637611348,0.6798695228202911,0.5635988729755096,0.4395436155076801,0.36408096367357684,0.24290363842248722,0.37794857342707855,0.2964142708675131,0.4644477823339623,0.16396527065769623,0.5859533323696421,0.4549814611323997,0.2797355048230829,0.5576355118465517,0.2868735249591936,0.251737419607936,0.4806554079246963,0.3458328408523623,0.22026408844316314,0.40948141316429515,0.6639560831630885,0.24335382620963728,0.28777461939152027,0.18011071763088726,0.4459487821076534,0.2167373097604256,0.28299555304718693,0.5629376302412883,0.6657586527058075,0.2462320334398958,0.5166706629353872,0.38595100364970525,0.2853366443095179,0.23351746393076991,0.3531667335765263,0.20949286692818997,0.4979978821381123,0.3906371115661691,0.36448438426431423,0.34974915992321487,0.388223725983271,0.28114181091110807,0.3288968448741257,0.09765116192767381,0.16842306053432052,0.2848884043535238,0.4670123324338679,0.7281056773696579,0.18487285308727397,0.46812464874822385,0.5614586151192195,0.44115238000308205,0.22129602678584961,0.29957033148395573,0.3268561208344881,0.2713548626292709,0.2852105536280377,0.3844259360190336,0.4376729447708383,0.24109520968374873,0.3488145338913953,0.36821505571652824,0.7076253945843709,0.3429742415897944,0.41233998594558735,0.25899410808429935,0.9104413934026558,0.41959826247325865,0.1770965886713298,0.2400165152831601,0.6338090690012277,0.5547791688083545,0.6816535269101819,0.2657447855546294,0.45186644140980137,0.5455589222151249,0.4192388829841284,0.2755354234148434,0.2797127688310827,0.4287581560914573,0.43868399162508104,0.3191973743695886,0.3793213079104823,0.4753871813259387,0.33219379769991786,0.5859046216908331,0.6181310755691284,0.5926293045550816,0.3829548980150439,0.5237399751328403,0.23511895718866857,0.5420066752011063,0.7052822706093976,0.2942279667956639,0.3657169847285604,0,0,1,0,0,0,0,0,0,0
6668050_153,0.44010313468237094,0.5254711120559725,0.5595581596548573,0.25308329062213275,0.16032814805129378,0.3538272002553996,0.24373483217998673,0.3042467497405316,0.20409747943891793,0.3007462706947984,0.3216591846283782,0.2781528038857951,0.3268755482176139,0.4667481937064247,0.10710406478180311,0.38589486966233516,0.31489967204073277,0.18479783524391444,0.3532518548891348,0.32936635657351704,0.2230001055732311,0.4644621596397444,0.29529158201699424,0.2603603276940356,0.3400676957227177,0.3915896043700339,0.29185259010293946,0.32031554060330075,0.28427876624411846,0.39056088805704814,0.16008852141288624,0.25338244477827604,0.3199410974681541,0.29589319301208855,0.13461243965650677,0.49859046688079217,0.2647053563205363,0.3299869955382007,0.2740257085468816,0.40739157520275515,0.20909322604762617,0.4404982289884379,0.5693818744671579,0.17279865748827627,0.17522547043812897,0.3373390288210643,0.2161181778178606,0.421655652717999,0.15115086384676987,0.21729473239539648,0.23093311160200516,0.19535212773612254,0.4518919720701251,0.12320832198162619,0.2272216157723737,0.4361640308067998,0.25019767997163106,0.22915316074364606,0.9310636145350087,0.4024485197718453,0.23456892001877938,0.22247003497731427,0.22518023514641944,0.3523541411025159,0.24948753426285913,0.337911757814835,0.4187509822797971,0.41226629158591055,0.27602938128648763,0.2578284402135754,0.15315731319523765,0.4722363496176195,0.30126383833257614,0.17972269341557337,0.22426348893195744,0.3076819564373478,0.3775214436280432,0.43508802297766724,0.11850216195913937,0.3393782684087082,0.5617466288122288,0.29741716783148553,0.1763375772209659,0.22939297378329734,0.29219824245883974,0.30225117931151957,0.2777620915472275,0.2240616094247567,0.42082201213764653,0.2579357538424024,0.42243395957824476,0.38787376241511384,0.32993792075841694,0.3209332607826718,0.31785021004383696,0.2903885357239931,0.3006527819013547,0.38261850333989483,0.2507420690480414,0.39905344491606776,0,0,1,0,0,0,0,0,0,0
27192351_645,0.42777091398937006,0.6675967639414381,0.45441724883467893,0.3218835236770911,0.12183516098234248,0.420480936225912,0.3393322051954968,0.3529834411177892,0.3485305066981503,0.24994684729705272,0.24989300428172076,0.2919774532030952,0.2855889971055168,0.45798813156069346,0.13289949065226286,0.5030738177781711,0.3007469152353409,0.2116927972353845,0.6094363091684497,0.33711321479517714,0.2920592832000259,0.4422681925003921,0.279602452686817,0.2583661629006435,0.26573362587620697,0.5990353278431156,0.21448119270257618,0.2852649166404412,0.24401672949312714,0.32100184597276077,0.18677329945485918,0.15218184899172477,0.3313090336257553,0.3955448134403404,0.23073960309527988,0.4381538528795332,0.37368235700299707,0.3264423124105404,0.19720914684319651,0.30034796666483254,0.1747091397119036,0.3895635487642942,0.4199863785608225,0.2795511802319353,0.3677893469855413,0.3557646494466671,0.25005828988968865,0.3521282106329398,0.0737495594334852,0.19847865323766284,0.2823636693994084,0.2794352071078494,0.666146899993161,0.20683255656988733,0.3041283346862431,0.4237307188314762,0.20530933983568886,0.179692712355833,0.2721534988511948,0.30480152894987966,0.20383368624868847,0.16711811612389127,0.2238618332863424,0.3068572453719007,0.24907666058400282,0.26602122855217375,0.30368633865379374,0.45276979856262384,0.21513111293523485,0.33667315518789054,0.22014827361024406,0.5699696576345372,0.403247171850917,0.15376268720232183,0.18638325712659087,0.36777813543288573,0.4326776737027814,0.5333285627958722,0.12901420928096913,0.4124614289192465,0.5168814524466512,0.42542086365392573,0.2008316659057507,0.3423717981514692,0.33270202779014507,0.3549410449878952,0.28199884235276856,0.2677317350932182,0.43980829116982034,0.37274568381265205,0.3634650989958495,0.4886742364959704,0.34268047546363667,0.3010529894504516,0.37345574691999905,0.3543200302920286,0.3201433895020541,0.4719325130897855,0.30745021766369607,0.422667502211423,0,0,1,0,0,0,0,0,0,0
17283283_307,0.49299665987843927,0.7176634993000882,0.5369016034800209,0.274158062086151,0.13796075471297864,0.5789116199231311,0.4680314352598779,0.4470859564838957,0.43761192218716793,0.3315112536867888,0.32799734978279665,0.3513872643612411,0.298130531222425,0.4409189861362391,0.16670128685481383,0.5109415496094502,0.4174461867326656,0.26763489526304457,0.5325483585449641,0.29820852449285806,0.29331568681006476,0.4747405378660259,0.3190970948372024,0.2744100304675086,0.31818699840856557,0.6373405799703578,0.2497804883939374,0.25477553825112403,0.2007157069733459,0.4302559279609306,0.22600916345282654,0.22335708752295552,0.41793928199325386,0.49077840649744475,0.20565769304501438,0.42064925286346816,0.3643789515808292,0.3043260411524215,0.21404408613712528,0.32958668348955245,0.25448977291230623,0.4291016053242208,0.3640145280681922,0.363974693338156,0.35207204367220546,0.38494876130695993,0.23953591577559977,0.3122097156757082,0.10960674874609691,0.24726631406731178,0.2722469320260712,0.39825673452104043,0.9160561204400336,0.13985324824464,0.3537171176613185,0.4977174030723465,0.2782245234134876,0.20564239688048794,0.30917622197471184,0.3204669077828566,0.2364457690085132,0.17556966860170434,0.402676844745632,0.41008870919666185,0.23528821612713863,0.3523635246461607,0.29128217868641765,0.6130810005885204,0.2895406526703233,0.41535299972938405,0.26366564805404225,0.7497591546972905,0.3923528575653311,0.1637011433467507,0.21327292504959647,0.4718441040439908,0.580948988643378,0.5410625588053819,0.22685799797155856,0.44355586146646225,0.5257873875251701,0.41852500477087584,0.24248114933190984,0.31788512396529495,0.40435073358195917,0.40658842365604747,0.31012052373130783,0.3935817084167012,0.37250859844281115,0.2864922840228172,0.5108070394221482,0.5698205983017247,0.44668367886867694,0.34844617493251445,0.4578118586581746,0.2735747336229685,0.4369593969596159,0.6129080475406234,0.3207697700538516,0.36739880603344793,0,0,1,0,0,0,0,0,0,0
